"['3450', '370', '3:0:0', '1', '0.60', '236', '0.00', '0.13', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '704', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '705', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '706', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '707', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '708', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '709', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '710', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '711', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '712', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '713', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '714', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '715', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '716', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '717', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '718', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '719', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '720', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '721', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '722', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '723', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '245', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '724', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '248', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '725', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '726', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '328', '0.00', '0.00', '0.00\r\n']"
"['3450', '727', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '162', '248', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '728', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '729', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '730', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '731', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '732', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '733', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '734', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '735', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '736', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '737', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '738', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '739', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '740', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '741', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '742', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '743', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '744', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '745', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '746', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '747', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '748', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '749', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '750', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '751', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '162', '248', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '752', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '753', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '754', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '755', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '756', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '757', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '248', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '758', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '759', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '760', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '761', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '159', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '762', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '763', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '764', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '765', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '766', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '767', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '768', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '769', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '770', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '771', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '772', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '159', '246', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '773', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '323', '0.00', '0.00', '0.00\r\n']"
"['3450', '774', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '775', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '162', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '776', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '777', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '778', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '779', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '780', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '162', '247', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '781', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '782', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '783', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '784', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '785', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '162', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '786', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '787', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '788', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '248', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '789', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '790', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '791', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '792', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '793', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '794', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '795', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '796', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '162', '245', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '797', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '798', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '799', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '800', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '801', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '802', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '803', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '245', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '804', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '805', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '806', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '807', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '808', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '809', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '810', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '811', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '812', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '248', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '813', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '814', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '815', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '816', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '817', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '818', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '819', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '820', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '821', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '822', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '823', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '824', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '825', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '162', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '826', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '827', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '828', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '829', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '830', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '831', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '832', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '833', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '834', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '247', '327', '0.00', '0.00', '0.00\r\n']"
"['3450', '835', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '159', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '836', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '837', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '838', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '839', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '160', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '840', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '841', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '842', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '246', '325', '0.00', '0.00', '0.00\r\n']"
"['3450', '843', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '162', '247', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '844', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '328', '0.00', '0.00', '0.00\r\n']"
"['3450', '845', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '846', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '161', '247', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '847', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '157', '221', '373', '0.00', '0.00', '0.00\r\n']"
"['3450', '848', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '213', '100', '319', '0.00', '0.00', '0.00\r\n']"
"['3450', '849', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '145', '125', '362', '0.00', '0.00', '0.00\r\n']"
"['3450', '850', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '168', '148', '326', '0.00', '0.00', '0.00\r\n']"
"['3450', '851', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '208', '163', '344', '0.00', '0.00', '0.00\r\n']"
"['3450', '852', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '195', '182', '345', '0.00', '0.00', '0.00\r\n']"
"['3450', '853', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '200', '197', '342', '0.00', '0.00', '0.00\r\n']"
"['3450', '854', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '200', '189', '348', '0.00', '0.00', '0.00\r\n']"
"['3450', '855', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '208', '191', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '856', '3:0:0', '1', '0.60', '236', '0.00', '5.00', '212', '171', '344', '0.00', '0.00', '0.00\r\n']"
"['3450', '3', '3:0:0', '1', '-0.64', '101503', '27.60', '5.00', '258', '149', '324', '0.00', '0.00', '0.00\r\n']"
"['3450', '4', '3:0:0', '1', '0.52', '101506', '27.60', '5.00', '257', '150', '323', '0.00', '0.00', '0.00\r\n']"
"['3450', '5', '3:0:0', '1', '-0.47', '101504', '27.60', '5.00', '253', '149', '329', '0.00', '0.00', '0.00\r\n']"
"['3450', '6', '3:0:0', '1', '-0.31', '101513', '27.60', '5.00', '250', '157', '333', '0.00', '0.00', '0.00\r\n']"
"['3450', '7', '3:0:0', '1', '-0.39', '101506', '27.90', '5.00', '244', '150', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '8', '3:0:0', '1', '-0.31', '101515', '27.90', '5.00', '237', '148', '333', '0.00', '0.00', '0.00\r\n']"
"['3450', '9', '3:0:0', '1', '0.11', '101517', '27.80', '5.00', '233', '153', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '10', '3:0:0', '1', '-0.22', '101521', '27.80', '5.00', '231', '151', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '11', '3:0:0', '1', '-0.56', '101511', '27.70', '5.00', '226', '148', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '12', '3:0:0', '1', '-0.64', '101516', '27.70', '5.00', '228', '155', '338', '0.00', '0.00', '0.00\r\n']"
"['3450', '13', '3:0:0', '1', '0.11', '101509', '27.70', '5.00', '217', '154', '341', '0.00', '0.00', '0.00\r\n']"
"['3450', '14', '3:0:0', '1', '0.02', '101509', '27.60', '5.00', '207', '168', '348', '0.00', '0.00', '0.00\r\n']"
"['3450', '15', '3:0:0', '1', '-0.31', '101513', '27.60', '5.00', '236', '181', '336', '0.00', '0.00', '0.00\r\n']"
"['3450', '16', '3:0:0', '1', '-0.31', '101517', '27.60', '5.00', '235', '173', '336', '0.00', '0.00', '0.00\r\n']"
"['3450', '17', '3:0:0', '1', '-0.47', '101515', '27.60', '5.00', '236', '174', '331', '0.00', '0.00', '0.00\r\n']"
"['3450', '18', '3:0:0', '1', '-0.06', '101508', '27.60', '5.00', '179', '199', '338', '0.00', '0.00', '0.00\r\n']"
"['3450', '19', '3:0:0', '1', '-0.14', '101518', '27.60', '5.00', '158', '201', '351', '0.00', '0.00', '0.00\r\n']"
"['3450', '20', '3:0:0', '1', '-0.64', '101513', '27.60', '5.00', '147', '199', '336', '0.00', '0.00', '0.00\r\n']"
"['3450', '21', '3:0:0', '1', '-0.47', '101507', '27.60', '5.00', '146', '200', '336', '0.00', '0.00', '0.00\r\n']"
"['3450', '22', '3:0:0', '1', '-0.14', '101512', '27.60', '5.00', '146', '199', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '23', '3:0:0', '1', '-0.31', '101514', '27.60', '5.00', '147', '199', '336', '0.00', '0.00', '0.00\r\n']"
"['3450', '24', '3:0:0', '1', '-0.31', '101513', '27.50', '5.00', '145', '199', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '25', '3:0:0', '1', '-0.64', '101514', '27.60', '5.00', '146', '201', '336', '0.00', '0.00', '0.00\r\n']"
"['3450', '26', '3:0:0', '1', '-0.64', '101516', '27.50', '5.00', '144', '200', '338', '0.00', '0.00', '0.00\r\n']"
"['3450', '27', '3:0:0', '1', '-0.47', '101516', '27.50', '5.00', '146', '200', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '28', '3:0:0', '1', '-0.64', '101512', '27.50', '5.00', '146', '200', '336', '0.00', '0.00', '0.00\r\n']"
"['3450', '29', '3:0:0', '1', '-0.14', '101517', '27.50', '5.00', '146', '200', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '30', '3:0:0', '1', '-0.89', '101512', '27.50', '5.00', '145', '200', '336', '0.00', '0.00', '0.00\r\n']"
"['3450', '31', '3:0:0', '1', '-0.31', '101519', '27.50', '5.00', '146', '201', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '32', '3:0:0', '1', '-0.72', '101510', '27.50', '5.00', '147', '199', '336', '0.00', '0.00', '0.00\r\n']"
"['3450', '33', '3:0:0', '1', '-0.39', '101517', '27.50', '5.00', '146', '201', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '34', '3:0:0', '1', '-0.06', '101516', '27.50', '5.00', '146', '200', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '35', '3:0:0', '1', '-0.22', '101518', '27.50', '5.00', '146', '200', '333', '0.00', '0.00', '0.00\r\n']"
"['3450', '36', '3:0:0', '1', '-0.47', '101516', '27.50', '5.00', '146', '200', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '37', '3:0:0', '1', '-0.64', '101510', '27.50', '5.00', '146', '200', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '38', '3:0:0', '1', '-0.64', '101517', '27.50', '5.00', '147', '200', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '39', '3:0:0', '1', '-0.39', '101514', '27.50', '5.00', '145', '201', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '40', '3:0:0', '1', '-0.81', '101513', '27.50', '5.00', '147', '200', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '41', '3:0:0', '1', '-0.31', '101511', '27.50', '5.00', '145', '200', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '42', '3:0:0', '1', '0.36', '101505', '27.50', '5.00', '145', '200', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '43', '3:0:0', '1', '-0.31', '101511', '27.50', '5.00', '146', '199', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '44', '3:0:0', '1', '0.11', '101514', '27.50', '5.00', '147', '200', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '45', '3:0:0', '1', '-0.31', '101507', '27.50', '5.00', '146', '200', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '46', '3:0:0', '1', '-0.39', '101514', '27.50', '5.00', '144', '200', '336', '0.00', '0.00', '0.00\r\n']"
"['3450', '47', '3:0:0', '1', '-0.22', '101520', '27.50', '5.00', '145', '200', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '48', '3:0:0', '1', '-0.06', '101508', '27.50', '5.00', '145', '201', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '49', '3:0:0', '1', '-0.14', '101514', '27.50', '5.00', '146', '201', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '50', '3:0:0', '1', '-0.06', '101514', '27.50', '5.00', '146', '200', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '51', '3:0:0', '1', '-0.31', '101510', '27.50', '5.00', '146', '200', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '52', '3:0:0', '1', '-0.47', '101512', '27.50', '5.00', '147', '201', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '53', '3:0:0', '1', '-0.56', '101518', '27.50', '5.00', '145', '200', '334', '0.00', '0.00', '0.00\r\n']"
"['3450', '54', '3:0:0', '1', '-0.72', '101524', '27.50', '5.00', '145', '201', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '55', '3:0:0', '1', '-0.64', '101510', '27.50', '5.00', '145', '200', '337', '0.00', '0.00', '0.00\r\n']"
"['3450', '56', '3:0:0', '1', '-0.56', '101514', '27.50', '5.00', '144', '200', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '57', '3:0:0', '1', '-0.39', '101523', '27.50', '5.00', '146', '201', '335', '0.00', '0.00', '0.00\r\n']"
"['3450', '58', '3:0:0', '1', '-0.72', '101519', '27.50', '5.00', '147', '201', '334', '0.00', '0.00', '0.00\r\n']"
